mention_id;mention_text;doc_id;sentence_id;begin_index;end_index
M3060   ;say first approach management year ago invite come;A20 ;O11     ;1;7
M3061   ;“ ’ s incredibly busy so ’ s be long wait period;A20 ;O12     ;0;11
M3062   ;just throw there hop get response — not only do get get really lovely response;A20 ;O13     ;1;14
M3063   ;“ ’ s sympathetic value stand also fact ’ s celebration th anniversary decriminalisation homosexuality. marry partner earlier year feature short film make Irish comedian support “ yes vote s gay marriage referendum;A20 ;O14     ;0;32
M3064   ;say didn ’ t know weigh s marriage equality debate here add “ ’ statement ’ s marry think ’ s proud show ’ s sympathy lie. ” association present conversation 5pm-6.30pm;A20 ;O15     ;1;31
M3065   ;Tickets be available noon tomorrow;A20 ;O16     ;0;4
M3066   ;article wa first publish author;A20 ;O17     ;1;4
M3067   ;be present talk see celebrate raconteur gay right advocate interview journalist;A20 ;O2      ;8;10
M3068   ;host British television quiz show sketch comedy be expect discus gay right mental health love nature “ else tickle fancy ”;A20 ;O3      ;5;20
M3069   ;“ ’ s just amazingly entertain spirit person ha set value be easily capture talk executive director tell news wesbite InDaily today;A20 ;O4      ;0;21
M3070   ;“ ’ s work very hard gay right;A20 ;O5      ;0;7
M3071   ;’ s be absolutely passionate subject. s two-part documentary screen last year life gay people different part world include highly confrontational interview minister s government time wa seek make homosexuality capital crime;A20 ;O6      ;1;31
M3072   ;ha also work fight stigma often attach mental health problem speak own long battle bipolar disorder program title well autobiography;A20 ;O7      ;1;19
M3073   ;say s interest include environment well charitable trust focus social justice issue;A20 ;O8      ;1;11
M3074   ;be most tour country new live show;A20 ;O9      ;2;6
M3075   ;former reality star ha confirm be expect child boyfriend star ha announce be pregnant;A200;O1      ;1;13
M3076   ;reveal be week pregnant be due early;A200;O10     ;1;6
M3077   ;28-year-old say ha already swap message former co-star be also pregnant;A200;O11     ;7;10
M3078   ;ha also share happy news best pal recently welcome first child player;A200;O12     ;2;11
M3079   ;leave start own fashion website;A200;O13     ;1;4
M3080   ;say be keep sex baby surprise mean buy twice many clothe;A200;O14     ;1;10
M3081   ;Congratulations;A200;O15     ;0;0
M3082   ;"";A200;O16     ;0;0
M3083   ;reality star suffer devastate loss miscarry month first pregnancy;A200;O2      ;1;8
M3084   ;Confirming happy news be expect again brunette star tell wa so nervous week scan;A200;O3      ;0;13
M3085   ;'ve be try relax enjoy pregnancy 's always be niggle worry;A200;O4      ;1;10
M3086   ;Now 've get past point everything be perfectly healthy feel huge weight ha be lift shoulder start get excite;A200;O5      ;1;18
M3087   ;find happy news holiday day launch lantern air boyfriend baby memory;A200;O6      ;1;10
M3088   ;continue know want get pregnant again straight away wa find wa expect month later;A200;O7      ;1;13
M3089   ;see something traumatic break couple;A200;O8      ;3;4
M3090   ;saw different more care side other bring u so much closer;A200;O9      ;2;10
M3091   ;post wa originally publish site say be insult pope invite gay right pro-abortion activist;A21 ;O1      ;1;13
M3092   ;border wa considerably reduce due internal mercantile precaution implement;A22 ;O1      ;4;8
M3093   ;cold war awareness ha greatly affect commercial relation country;A22 ;O2      ;2;8
M3094   ;2015-09-21;A23 ;O1      ;12;0
M3095   ;other be lack political smart be distinct liability party;A23 ;O10     ;1;8
M3096   ;Let s first dispense gotcha question ’ re hear today s defense;A23 ;O11     ;0;11
M3097   ;’ journalist s job ask tough probe question include embarrass politician;A23 ;O12     ;1;10
M3098   ;’ politician responsibility answer question manner be not inconsistent value well do so manner doesn t look idiot;A23 ;O13     ;1;17
M3156   ;be use accordance privacy policy dear reader moment white privilege eat;A25 ;O1      ;1;10
M3099   ;have reject question president faith hand merely say make clear be religious test public office republic;A23 ;O14     ;2;15
M3100   ;Not mention fact be run;A23 ;O15     ;0;4
M3101   ;very smart physician didn t do ’ s fault not s;A23 ;O16     ;2;10
M3102   ;wa try say friend be claim today really mean wa Islamist support terrorist movement advocate impose law nation be not fit have be firmer grind;A23 ;O17     ;2;24
M3103   ;didn ’ t say;A23 ;O18     ;2;3
M3104   ;say “ se be ban qualifier;A23 ;O19     ;1;5
M3105   ;chain reaction fallout s birther mania anti-Muslim prejudice ha affect chief competitor;A23 ;O2      ;10;11
M3106   ;Oddly enough didn t flub birther question wa pose rightly say ha reason doubt wa bear be say;A23 ;O20     ;0;17
M3107   ;continue double distraction couldn t keep eye ball come question;A23 ;O21     ;6;9
M3108   ;ha do nation great disservice steadfastly refuse identify key element drive force be wag war;A23 ;O22     ;2;14
M3109   ;continue claim al-Qaeda be merely extremist be not administration ha send confuse counter-productive message;A23 ;O23     ;1;13
M3110   ;be difficult wage war enemy be misidentified manner ha undermine fight terrorist;A23 ;O24     ;1;11
M3239   ;'m just too scar do;A3  ;O20     ;1;4
M3111   ;’ s also provide explanation effort be fail make progress so-called caliphate president s pledge last year “ degrade ultimately destroy ”;A23 ;O25     ;1;21
M3112   ;lead candidate don t know difference Islamists ordinary claim do better;A23 ;O26     ;2;10
M3113   ;Worries sharia law notwithstanding be also something profoundly trouble would-be chief executive speak time be unfamiliar Constitution pledge defend;A23 ;O27     ;0;18
M3114   ;be not matter political correctness assert know right answer sort question;A23 ;O28     ;1;10
M3115   ;be fact extremist group ha get free airtime denounce mean be right;A23 ;O29     ;1;11
M3116   ;wa unrepentant question town hall meet premise wa wa general be problem;A23 ;O3      ;1;11
M3117   ;matter think branch prohibition religious test be absolute candidate speak be exception be shameful;A23 ;O30     ;1;13
M3118   ;Conservatives carp want Democrats take cheap shot issue be right say speak not accept president be morally equivalent make same kind remark;A23 ;O31     ;0;21
M3119   ;recent month s soft-spoken tone decency have mask tendency make gaffe;A23 ;O32     ;1;10
M3120   ;utter foolish offensive line president be same person once speak administration morally equivalent regime;A23 ;O33     ;4;13
M3121   ;brilliance good quality be not ready prime time reaction foot-in-mouth moment illustrate much problem be nominee;A23 ;O34     ;4;15
M3122   ;rightly say ask same question question show wa bear country be Christian move trap keep focus real domestic foreign policy issue win;A23 ;O35     ;3;21
M3123   ;so long Trump provide liberal kind fodder win ’ t happen;A23 ;O36     ;1;10
M3124   ;Serious conservative regard anyone doesn t recogniz truth have render unfit presidency.Unlock article include entire archive date back feature so many classic epoch-defining article very best mind 20th centuries.Enjoy new issue—either print responsive website beautiful hand-crafted iPad edition multimedia other web-exclusive content;A23 ;O37     ;0;41
M3125   ;Subscription plan start little subscriber;A23 ;O38     ;0;4
M3126   ;Sign unlock article;A23 ;O39     ;0;2
M3127   ;note yesterday ’ t pretend be innocent;A23 ;O4      ;2;6
M3128   ;unlimited access never miss story.Subscribe Now unlimited access never miss story.Subscribe Now;A23 ;O40     ;1;11
M3129   ;nation s pre-eminent birther do much anyone promote canard;A23 ;O5      ;2;8
M3130   ;wa ask kerfuffle yesterday have epic flub;A23 ;O6      ;5;6
M3131   ;Instead deflect question president s faith matter pivot issue want highlight follow rabbit hole dig even deeper say not be president;A23 ;O7      ;0;20
M3132   ;defender have try blame problem s ask question spin way unforced error gaffe reveal thing;A23 ;O8      ;4;14
M3133   ;be doesn ’ t have sophisticate grasp problem terror ha largely bungle;A23 ;O9      ;1;11
M3134   ;Just sun come stud farm country wa brace newborn foal pregnant mare;A24 ;O1      ;0;11
M3135   ;'ve get mare ready serve mat then wait hope positive result;A24 ;O10     ;1;10
M3136   ;'s long process same time have staff come 's dark monitor mare be pregnant wait give birth say;A24 ;O11     ;1;17
M3137   ;'re specialise team n't stretch employee clock cent mare only give foal dark;A24 ;O12     ;2;12
M3138   ;'s probably nature way 're most relax night 's le chance predator interfere labour;A24 ;O13     ;1;13
M3139   ;'s large operation first-time mare have foal former race mare be cover stallion first time 's very much hectic time year;A24 ;O14     ;2;20
M3140   ;be different breed establishment owner first-time brood mare wait anxiously positive pregnancy test others eagerly await birth foal;A24 ;O15     ;2;17
M3141   ;be expensive operation owner hop filly foal weanling colt find group success make very wealthy;A24 ;O16     ;1;14
M3142   ;science successful pregnancy trouble-free birth be complex;A24 ;O17     ;1;6
M3143   ;surgeon remain hand month;A24 ;O18     ;1;3
M3144   ;say be extremely expensive mare be cover extremely valuable stallion;A24 ;O19     ;1;9
M3145   ;Just sun come stud farm country wa brace newborn foal pregnant mare staff member hop next month go smoothly;A24 ;O2      ;0;18
M3146   ;'s lot time patience money science go;A24 ;O20     ;2;6
M3147   ;'s not human example throw key car young couple go drive-in;A24 ;O21     ;1;10
M3148   ;story first appear;A24 ;O22     ;1;2
M3149   ;wa start spring breed season;A24 ;O3      ;1;4
M3150   ;long hour work perfect cross mare stallion be;A24 ;O4      ;1;7
M3151   ;Theory stud book be put away sleeve roll up month pregnancy test mare bring new life world;A24 ;O5      ;0;16
M3152   ;be many tell-tale sign farm be look early month spring;A24 ;O6      ;1;9
M3153   ;Heavily in-foal mare begin drip milk dry mare – foal begin come season;A24 ;O7      ;0;12
M3154   ;principal say stud farm go full swing;A24 ;O8      ;1;6
M3157   ;relation be dark id consciousness video shoot bystander gentrified downtown prof most fraught relationship be white men;A25 ;O2      ;1;16
M3158   ;"";A25 ;O3      ;0;0
M3159   ;"";A25 ;O4      ;0;0
M3160   ;white men;A25 ;O5      ;1;1
M3161   ;above video reveal irate scream man include remarkable line only reason white people be live here be settle fuck neighborhood really have wonder wa go head black security guard separate unknown Man white couple stroller especially say follow “ privilege;A25 ;O6      ;1;39
M3162   ;fuck privilege;A25 ;O7      ;1;1
M3163   ;push stroller right say wa ’ then say fuck ’ fuck white trash ” wasn t exaggeration;A25 ;O8      ;1;16
M3164   ;administration be consider range approach response global refugee crisis include regard refugee resettlement spokesman say;A26 ;O1      ;10;14
M3165   ;be also regular contact country have be greatly impact increase refugee flow spokesman say email statement;A26 ;O2      ;2;15
M3166   ;grapple flood refugee Syrian war refugee immigrant critic have complain ha be slow respond;A26 ;O3      ;2;13
M3167   ;Reporting;A26 ;O4      ;1;0
M3240   ;think so many thing;A3  ;O21     ;1;3
M3168   ;online advertisement urge people not sell kidney instead donate sperm win latest iPhone ha go viral medium report;A27 ;O1      ;3;17
M3169   ;spokesperson sperm bank tell campaign ha work well so far raise awareness attract potential donor;A27 ;O10     ;2;14
M3170   ;be ten thousand infertile couple sperm bank country face donation shortage many young men be unaware too embarrass donate force bank turn social medium;A27 ;O11     ;2;23
M3171   ;post appear first;A27 ;O12     ;1;2
M3172   ;“ need sell kidney… sperm bank make iPhone dream come true ” say advertisement ha go viral social network app week report;A27 ;O2      ;0;21
M3173   ;qualify donate receive up yuan;A27 ;O3      ;2;4
M3174   ;latest model be expect cost yuan report say;A27 ;O4      ;1;7
M3175   ;“ sell kidney donate sperm;A27 ;O5      ;0;4
M3176   ;’ s great deed bring happiness whole family say microblog user “;A27 ;O6      ;1;11
M3177   ;sperm bank central s post similar advertisement highlight picture new rise gold iPhone colour create mainly attract Chinese consumer;A27 ;O7      ;1;18
M3178   ;“ don ’ t idea make money sperm donation buy new iPhones;A27 ;O8      ;0;11
M3179   ;donation be very serious cause public good user say;A27 ;O9      ;1;8
M3180   ;"";A28 ;O1      ;0;0
M3181   ;So turn say way do have money;A28 ;O10     ;1;6
M3182   ;"";A28 ;O11     ;0;0
M3183   ;Right;A28 ;O12     ;0;0
M3184   ;joke;A28 ;O13     ;3;0
M3185   ;say do n't have money do n't know be go ice cream;A28 ;O14     ;2;11
M3186   ;continue turn say have money;A28 ;O15     ;1;4
M3187   ;go do n't have money;A28 ;O16     ;1;4
M3188   ;Then come punchline So wife be walk u finally hear voice go n't worry would-be president have handle;A28 ;O17     ;0;17
M3189   ;wa;A28 ;O18     ;2;0
M3190   ;have money;A28 ;O19     ;1;1
M3191   ;frequent target barb show easy rapport host night arm amuse anecdote visit joke upcoming presidential debate;A28 ;O2      ;4;15
M3192   ;would-be president also address domination crowd field interview;A28 ;O20     ;1;7
M3193   ;Asked have expect surge poll sarcastically reply completely expect do n't;A28 ;O21     ;0;10
M3194   ;governor then tease frontrunner notorious self-confidence break best Trump impression add course;A28 ;O22     ;1;11
M3195   ;Everything doe be fabulous spectacular wonderful amaze;A28 ;O23     ;0;6
M3196   ;Later interview discuss performance first presidential debate plan second debate schedule take place;A28 ;O24     ;0;12
M3197   ;Complaining lack opportunity speak note first debate wa point go twenty question row be ask question;A28 ;O25     ;0;15
M3198   ;'s hard;A28 ;O26     ;2;1
M3199   ;'m stand up there next 're look other go still here;A28 ;O27     ;2;10
M3200   ;promise make presence felt second debate;A28 ;O28     ;2;5
M3201   ;way tune;A28 ;O29     ;3;1
M3202   ;also take couple lighthearted shot frontrunner;A28 ;O3      ;1;5
M3203   ;be change tactic;A28 ;O30     ;2;2
M3204   ;go get fifteen question row count home get fifteen row 're gon go 'Uh-oh 's go nuclear now add turn green get hulk thing go;A28 ;O31     ;2;24
M3205   ;second presidential debate take place;A28 ;O32     ;1;4
M3206   ;Fingers cross appearance hulk;A28 ;O33     ;0;3
M3207   ;Declaring wa fire be show candidate open interview insist participate show notorious lip sync battle;A28 ;O4      ;0;14
M3208   ;wa quickly shut launch open line famously beloved slam buzzer declare winner;A28 ;O5      ;2;11
M3209   ;wink slip poll number first first place;A28 ;O6      ;2;6
M3210   ;'s really good;A28 ;O7      ;1;2
M3211   ;governor also share story stay lakeside home weekend wa accompany fellow presidential candidate family;A28 ;O8      ;3;13
M3212   ;describe spontaneous boat trip local ice cream store go awry whereupon arrive shop small horde child grandchild discover uncomfortably have forget bring enough money pay crowd ice cream demand;A28 ;O9      ;1;28
M3213   ;report supermodel tie knot businessman fiancé last week native;A29 ;O1      ;2;8
M3214   ;marry best friend together forever photo post barrefaeli course have outfit change fabulous bride doe;A29 ;O10     ;1;14
M3215   ;slip dress reception wa hold giant tent adorn string light;A29 ;O11     ;1;9
M3216   ;'re sure wa night remember;A29 ;O12     ;1;4
M3217   ;Congrats happy couple;A29 ;O13     ;0;2
M3218   ;[ ];A29 ;O14     ;0;1
M3219   ;30-year-old use be link share glimpse big day early;A29 ;O2      ;1;8
M3220   ;Related Celebs Coupled;A29 ;O3      ;0;2
M3221   ;beautiful bride stun relax semi-sheer gown front couple closest family friend;A29 ;O4      ;1;10
M3222   ;walk aisle famous singer judge sing song Beginning;A29 ;O5      ;1;7
M3224   ;expect wa most beautiful 've ever see;A29 ;O7      ;1;6
M3225   ;See first snap;A29 ;O8      ;0;2
M3226   ;happiest day life;A29 ;O9      ;1;2
M3227   ;write day always begin morning last noon;A3  ;O1      ;3;6
M3228   ;word processor;A3  ;O10     ;1;1
M3229   ;do n't want;A3  ;O11     ;2;2
M3230   ;just confuse;A3  ;O12     ;1;1
M3231   ;ask character plot be more important Waters say never make blueprint find plot book architect take plan house 's go build just adhere plot book then sit write 's nothing more do;A3  ;O13     ;1;31
M3232   ;'ve already do;A3  ;O14     ;1;2
M3233   ;story ha organic growth own just have let flow own pace;A3  ;O15     ;1;10
M3234   ;know want 'm go get there do n't know;A3  ;O16     ;1;8
M3235   ;So just sit let come;A3  ;O17     ;0;4
M3236   ;never sit consciously write novel;A3  ;O18     ;2;4
M3237   ;be so frighten;A3  ;O19     ;1;2
M3238   ;Then go chop wood run errand even do research read;A3  ;O2      ;1;9
M3241   ;'ve get have plot;A3  ;O22     ;1;3
M3242   ;Then 've get have character think 've get develop;A3  ;O23     ;0;8
M3243   ;'s be important do then write mood place;A3  ;O24     ;1;7
M3244   ;be mind 's just frighten thing;A3  ;O25     ;3;5
M3245   ;So sit say n't pull stuff together just write few page see go;A3  ;O26     ;0;12
M3246   ;then write few more page;A3  ;O27     ;1;4
M3247   ;Waters lean back finger drum table continue thing guard be sit do first page over again be perfect;A3  ;O28     ;0;17
M3248   ;think thing want articulate be good begin;A3  ;O29     ;2;6
M3249   ;trilogy research wa confine mine industry book be people own family grandfather particular;A3  ;O3      ;1;12
M3250   ;never get second page want first page so perfect;A3  ;O30     ;2;8
M3251   ;So n't be afraid;A3  ;O31     ;0;3
M3252   ;just have jot anything come sound get down worry punctuation;A3  ;O32     ;1;9
M3253   ;then revise use other part brain analytical part;A3  ;O33     ;1;7
M3254   ;Then throw page rewrite;A3  ;O34     ;0;3
M3255   ;author never have strict work schedule;A3  ;O35     ;1;5
M3256   ;write well be empty;A3  ;O36     ;1;3
M3257   ;do n't try force;A3  ;O37     ;1;3
M3258   ;just leave next day well be fill again;A3  ;O38     ;1;7
M3259   ;book require average year write wa never completely satisfy;A3  ;O39     ;1;8
M3260   ;wa lovable old character not quite crackpot make be;A3  ;O4      ;1;8
M3261   ;wa n't plunge immediately book moment previous wa mail publisher;A3  ;O40     ;1;9
M3262   ;work so hard long book just not do anything while;A3  ;O41     ;2;9
M3263   ;find very short time feel lose work something so various idea start pop;A3  ;O42     ;2;12
M3264   ;writer enjoy write;A3  ;O43     ;1;2
M3265   ;Waters find chore real job do get little satisfaction feel good be creative process;A3  ;O44     ;0;13
M3266   ;'s confine 're never free;A3  ;O45     ;1;4
M3267   ;bug time;A3  ;O46     ;1;1
M3268   ;always try forget;A3  ;O47     ;2;2
M3269   ;'s best thing do;A3  ;O48     ;1;3
M3270   ;think have work hour later carry do;A3  ;O49     ;3;6
M3271   ;first manuscript be write ink legal-size paper then mail sister type;A3  ;O5      ;1;10
M3272   ;try forget remind well be dry;A3  ;O50     ;1;5
M3273   ;Waters stop jot note inspiration have few drink everything look so rosy rush desk write beautiful line then get up morning cold sober see 's rotten ha be throw away;A3  ;O51     ;0;29
M3274   ;first script job wa write screenplay novel producer name wa then scrap wa bomb year;A3  ;O52     ;1;14
M3275   ;motion picture wa star wa later produce star;A3  ;O53     ;1;7
M3276   ;wa commission picture write development American evolve history transportation;A3  ;O54     ;3;8
M3277   ;go back first transport vehicle American history big wagon train then cover wagon great plain wagon car so;A3  ;O55     ;2;17
M3278   ;Waters fourth wife travel research;A3  ;O56     ;0;4
M3279   ;like people say Spanish;A3  ;O57     ;2;3
M3280   ;'s old land feel richness do n't have here;A3  ;O58     ;1;8
M3281   ;live warm month winter;A3  ;O59     ;2;3
M3282   ;routine have change wa ask write motion picture script necessitate purchase typewriter;A3  ;O6      ;1;11
M3283   ;author live mountain more forty year make friend descendant Spanish conquistador;A3  ;O60     ;1;10
M3284   ;friend wa instrumental have author adopt tribe unusual occurrence Native guard ancient secret outsider;A3  ;O61     ;1;13
M3285   ;ceremonial kiva other traditional custom be neglect social economic pressure well;A3  ;O62     ;1;10
M3286   ;kid want white kid have leave reservation get job;A3  ;O63     ;2;8
M3287   ;do n't want stay grow corn old way;A3  ;O64     ;1;7
M3288   ;read wa favorite pastime only publish own base old murder case involve neighbor;A3  ;O65     ;1;12
M3289   ;'ve get have good tight plot just n't concoct detective story save plant clue;A3  ;O66     ;2;13
M3290   ;'ve get favorite author favorite series be detective name half-breed half white half aboriginal outback;A3  ;O67     ;1;14
M3291   ;'re fabulous story fifty year old aboriginal religious custom mental telepathy same country;A3  ;O68     ;1;12
M3292   ;'re just now begin be publish;A3  ;O69     ;1;5
M3293   ;Waters learn type finger;A3  ;O7      ;0;3
M3294   ;find 're worth read;A3  ;O70     ;3;3
M3295   ;wa also fascinate border region eighteen-month stay prohibition;A3  ;O71     ;2;7
M3296   ;wa interest place turmoil meet grind American culture epitomize difference blend;A3  ;O72     ;2;10
M3297   ;still use little portable say break 'm go have stop write;A3  ;O8      ;2;10
M3298   ;'m not mechanically-minded 've never even own electric typewriter;A3  ;O9      ;1;8
M3299   ;Free workshop member time 10.30am-4.30am 60-62 be essential skill freelance master;A30 ;O1      ;0;10
M3300   ;Expected Learning end workshop have gain deeper understand negotiation process be aware importance plan effectively know important be explore potential variable be aware relational aspect negotiation see benefit joint problem solve negotiation style understand importance strategic think negotiation;A30 ;O10     ;0;37
M3301   ;Tutor REQUEST be successful obtain place workshop due unforeseen circumstance be unable attend please let u know asap have others wait list allocate place;A30 ;O11     ;0;23
M3302   ;do not let u know disadvantage member;A30 ;O12     ;2;6
M3303   ;Also lose fund enable u provide workshop member include;A30 ;O13     ;0;8
M3304   ;NOTE be postpone cancel workshop due unforeseen circumstance ha happen only twice year due tutor illness tube strike be unable reimburse cost such pre-booked travel expense;A30 ;O14     ;0;25
M3305   ;be happen future email telephone soon know be cancellation attempt re-schedule workshop asap;A30 ;O15     ;2;12
M3306   ;online apply place free one-day workshop please fill short application form;A30 ;O16     ;1;10
M3307   ;need login register have not do so already so have number hand;A30 ;O17     ;2;11
M3308   ;event have be over-subscribed date so successful applicant be choose randomly cut-off date;A30 ;O18     ;1;12
M3309   ;let know application ha be successful couple day date;A30 ;O19     ;2;8
M3310   ;be negotiate day rate define package work ’ s important learn represent clearly effectively aim agree term client be happy;A30 ;O2      ;2;19
M3311   ;need login apply event;A30 ;O20     ;3;3
M3312   ;Further enquiry e kate.w feutraining.org t post appear first |;A30 ;O21     ;0;9
M3313   ;workshop give tool tip plan prepare conduct negotiation business way;A30 ;O3      ;1;9
M3314   ;offer insight style process help improve effectiveness future negotiation;A30 ;O4      ;2;8
M3315   ;workshop cover importance principled negotiation prepare effectively gather information need negotiate effectively find common grind focus negotiation business transaction importance define limit;A30 ;O5      ;1;21
M3316   ;workshop include practical exercise provide participant opportunity try learn safe environment;A30 ;O6      ;1;10
M3317   ;attend;A30 ;O7      ;2;0
M3318   ;Anyone need negotiate client especially have find past agree thing later regret;A30 ;O8      ;0;11
M3319   ;Qualifications require specific qualification be require;A30 ;O9      ;0;5
M3320   ;today announce enhancement include incorporation advance solution help organization gain comprehensive situational awareness drive rapid incident response enhance field communication;A31 ;O1      ;9;19
M3321   ;incident report multimedia option offer further set enhancement support post-incident investigation;A31 ;O10     ;1;10
M3322   ;latest enhancement be;A31 ;O11     ;2;2
M3323   ;capability work conjunction provide information integration intelligent sensor data source include big data analysis video surveillance crowdsourcing;A31 ;O12     ;1;16
M3324   ;functionality incorporate emergency dispatch help reduce emergency response time enhance end-to-end communication incident create safer environment optimize incident management;A31 ;O13     ;2;18
M3325   ;capability allow business agency local citizen share information directly smart device allow multi-dimensional response communication;A31 ;O14     ;2;14
M3326   ;also send emergency notification base location user;A31 ;O15     ;2;6
M3327   ;functionality relay critical information multimedia data incident field personnel more real-time accurate intelligence incident arrive on-site;A31 ;O16     ;2;15
M3328   ;“ continue pioneer force area situational awareness advance capability help organization prepare address most critical monitor dispatch incident response field communication requirement say senior vice president general manager;A31 ;O17     ;0;27
M3329   ;“ organization gain unify view stronger more accurate insight drive real-time communication multi-agency collaboration multi-directional response—and employ more proactive approach security safety citizen engagement. ” be global leader Actionable ha become necessity dynamic world massive information growth;A31 ;O18     ;3;36
M3330   ;empower organization crucial insight solution enable decision maker anticipate respond take action make more inform effective timely decision;A31 ;O19     ;1;17
M3331   ;evolutionary situational awareness platform be design provide security executive operator actionable intelligence better insight incorporate unify situation monitor dispatch incident response live field communication real-time citizen input;A31 ;O2      ;1;26
M3332   ;solution be design address important area actionable intelligence market customer engagement optimization security intelligence fraud risk compliance;A31 ;O20     ;1;16
M3333   ;vision be create Actionable today more organization countries—including percent benefit vision;A31 ;O21     ;3;10
M3334   ;Learn more www.verint.com;A31 ;O22     ;0;2
M3335   ;press release contain forward-looking statement include statement regard expectation prediction view opportunity plan strategy belief statement similar effect relate;A31 ;O23     ;1;18
M3336   ;forward-looking statement be not guarantee future performance be base management expectation involve number risk uncertainty assumption cause actual result differ materially express imply forward-looking statement;A31 ;O24     ;1;24
M3337   ;detail discussion risk factor see 10-K fiscal year end Quarterly 10-Q quarter end other filing make;A31 ;O25     ;2;15
M3338   ;forward-looking statement contain press release be make date press release require law assume obligation update revise provide reason actual result differ;A31 ;O26     ;1;20
M3339   ;CUSTOMER-INSPIRED be trademark register trademark subsidiary;A31 ;O27     ;10;5
M3340   ;Other trademark mention be property respective owner;A31 ;O28     ;0;6
M3341   ;source version businesswire.com http //www.businesswire.com/news/home/20150928005442/en/;A31 ;O29     ;1;4
M3450   ;“ vibration wa hit whole brain shake damage everything brain n't wake;A37 ;O32     ;0;11
M3342   ;enable command-and-control operator play value active role incident management response notify user emergency situation base location;A31 ;O3      ;5;15
M3343   ;Additionally data mobile device be send command center general public report security concern issue real-time support overall well-being community live work;A31 ;O4      ;0;20
M3344   ;Using solution first responder security personnel leverage Actionable ® provide gain better understand clearer picture incident immediate information share field;A31 ;O5      ;0;19
M3345   ;extension be transform way user engage responder field resource other public safety stakeholder general public;A31 ;O6      ;1;14
M3346   ;combine situational awareness built-in dispatch bi-directional information flow continuous communication citizen intake operator field resource command center personnel allow responder provide mobile report video stream live image;A31 ;O7      ;1;26
M3347   ;correlate information multiple source single platform unify view enable faster more intelligent decision-making routine emergency event;A31 ;O8      ;1;15
M3348   ;Additionally solution alert command-and-control operator sensor provide map live surveillance other location information help identify closest resource dispatch more rapid efficient response;A31 ;O9      ;0;21
M3349   ;:13 chat “ very informal friendly environment ” s wife say;A32 ;O1      ;0;10
M3350   ;©;A32 ;O2      ;0;0
M3351   ;full paper pay broadband only take minute hold joint 'Blessing service broadcaster equal love book charity get 'back center seek place kid coffee adult bank patron squash stereotype wind clinic seek help county face charge domestic battery disorderly conduct juggle apprehension hope miss son officer find surprise park Charges be deliberate accident ambulance crew chief resign Still know motive death create pottery urn live med be dispose ranch family lead parade reunion compete collect most donate food money get rare look human anatomy day fall dub report case record dispatch issue report report goodbye;A33 ;O1      ;14;93
M3352   ;think she�s something special say;A33 ;O10     ;2;4
M3353   ;'s close friend;A33 ;O11     ;2;2
M3354   ;be lose;A33 ;O12     ;2;1
M3355   ;bless wa part joint service give husband;A33 ;O13     ;1;6
M3356   ;cross-country runner leave right appear ponder whisper word encouragement team spirit rabbit lurk bunny suit home meet;A33 ;O14     ;3;16
M3357   ;freak people say 's really hot wear like support other runner;A33 ;O15     ;2;10
M3358   ;run later boy varsity race sans costume;A33 ;O16     ;1;6
M3359   ;TOP week most-read item wind clinic seek help county goodbye;A33 ;O17     ;0;9
M3360   ;face charge domestic battery disorderly conduct ambulance crew chief resign ranch family lead parade Still know motive death Charges be deliberate accident notification site update address u | Also visit Publishing;A33 ;O18     ;1;30
M3361   ;COMMENTARY predicament phone do n't mix symphonics be name celebrate birthday open house ring birthday card shower native receive doctorate Officers elect arrive year ago native receive doctorate student receive legacy scholarship student give send-off soldier;A33 ;O2      ;1;35
M3362   ;teacher drone film game buck 42-27 Warriors run uphill wind injury fall just short come back fall 50-42 win couple golf tourney finish 0-3 invitational cross-country ha home meet event group meet use quote find “ exact phrase u ad top story issue show whimsical metal sculpture potential customer festival;A33 ;O3      ;0;49
M3363   ;wa first time participate show wa case many approximately vendor serve patron attend edition festival;A33 ;O4      ;1;14
M3364   ;wa boost picture perfect weather condition food vendor sell favorite item early;A33 ;O5      ;1;11
M3365   ;Joined younger generation horse lead;A33 ;O6      ;0;4
M3366   ;ha ride horse parade least year;A33 ;O7      ;1;5
M3367   ;be honor be grand marshal say;A33 ;O8      ;2;5
M3368   ;pastor bless owner look;A33 ;O9      ;3;3
M3369   ;hospital investigate circumstance surround baby death give birth baby baby tragically die hour later partner say senior doctor 'stuffed grieve mother medical history birth complication say wa rush emergency caesarean section too late never know baby death have be avoid;A34 ;O1      ;1;39
M3370   ;other child make memory box honour baby only live hour messgae bitter- sweet baby pass away wa n't baby heart rate stop rush emergency c-section;A34 ;O10     ;3;24
M3371   ;wa too late say;A34 ;O11     ;1;3
M3372   ;wa go traumatic loss child wa not look back realise fail;A34 ;O12     ;2;10
M3373   ;staff be really good u senior doctor midwife make call not take c-section earlier stuff up;A34 ;O13     ;2;15
M3374   ;struggle death daughter say pass peacefully arm sing;A34 ;O14     ;2;7
M3375   ;Harding two-year-old daughter suffer brain damage complication birth partner belief senior doctor fail ass case properly;A34 ;O15     ;1;15
M3376   ;be just so upset senior doctor;A34 ;O16     ;2;5
M3377   ;actually admit do n't even read medical record make decision;A34 ;O17     ;1;9
M3378   ;have be take have c-section straight away say;A34 ;O18     ;2;7
M3379   ;investigation circumstance surround death be way police be act behalf coroner;A34 ;O19     ;1;10
